service_id,date,exception_type
1051-2-0815122025-LXAP#FAV,20251204,2
1051-2-0815122025-LXAP#FAV,20251209,2
1051-2-0815122025-LXAP#FAV,20251210,2
1051-2-0815122025-LXAP#FAV,20251211,2
1051-2-0815122025-LXAP#FAV,20251216,2
1051-2-0815122025-LXAP#FAV,20251217,2
1051-2-0815122025-LXAP#FAV,20251218,2
1051-3-1520102025-FAV#LXAP,20251008,2
1051-3-1520102025-FAV#LXAP,20251009,2
1051-3-1520102025-FAV#LXAP,20251015,2
1051-3-1520102025-FAV#LXAP,20251016,2
1051-3-1520102025-FAV#LXAP,20251022,2
1051-3-1520102025-FAV#LXAP,20251023,2
1051-3-1620122025-FAV#LXAP,20251202,2
1051-3-1620122025-FAV#LXAP,20251203,2
1051-3-1620122025-FAV#LXAP,20251204,2
1051-3-1620122025-FAV#LXAP,20251209,2
1051-3-1620122025-FAV#LXAP,20251210,2
1051-3-1620122025-FAV#LXAP,20251211,2
1051-3-1620122025-FAV#LXAP,20251216,2
1051-3-1620122025-FAV#LXAP,20251217,2
1051-3-1620122025-FAV#LXAP,20251218,2
1053-5-1325102025-PGA#GMR,20251008,2
1053-5-1325102025-PGA#GMR,20251009,2
1053-5-1325102025-PGA#GMR,20251011,2
1053-5-1325102025-PGA#GMR,20251015,2
1053-5-1325102025-PGA#GMR,20251016,2
1053-5-1325102025-PGA#GMR,20251018,2
1053-5-1325102025-PGA#GMR,20251022,2
1053-5-1325102025-PGA#GMR,20251023,2
1053-6-1200102025-GMR#PGA,20251008,2
1053-6-1200102025-GMR#PGA,20251009,2
1053-6-1200102025-GMR#PGA,20251011,2
1053-6-1200102025-GMR#PGA,20251015,2
1053-6-1200102025-GMR#PGA,20251016,2
1053-6-1200102025-GMR#PGA,20251018,2
1053-6-1200102025-GMR#PGA,20251022,2
1053-6-1200102025-GMR#PGA,20251023,2
106-21-0830012026-LYO#M,20260108,2
109-7-0745112025-PQB#PRA,20251120,2
109-7-0745112025-PQB#PRA,20251127,2
109-7-0745122025-PQB#PRA,20251204,2
109-7-0745122025-PQB#PRA,20251211,2
109-8-0635112025-PRA#PQB,20251117,2
109-8-0635112025-PRA#PQB,20251124,2
109-8-0635122025-PRA#PQB,20251208,2
1200-12-1500012026-GDY#WZA,20260108,2
1200-12-1500112025-GDY#WZA,20251104,2
1200-12-1500112025-GDY#WZA,20251118,2
1200-12-1500112025-GDY#WZA,20251125,2
1200-12-1500122025-GDY#WZA,20251202,2
1200-12-1500122025-GDY#WZA,20251203,2
1200-12-1500122025-GDY#WZA,20251204,2
1200-12-1500122025-GDY#WZA,20251209,2
1200-12-1500122025-GDY#WZA,20251210,2
1200-12-1500122025-GDY#WZA,20251211,2
1200-3-0635012026-WZA#GDY,20260108,2
1200-3-0635112025-WZA#GDY,20251104,2
1200-3-0635112025-WZA#GDY,20251118,2
1200-3-0635112025-WZA#GDY,20251125,2
1200-3-0635122025-WZA#GDY,20251202,2
1200-3-0635122025-WZA#GDY,20251203,2
1200-3-0635122025-WZA#GDY,20251204,2
1200-3-0635122025-WZA#GDY,20251209,2
1200-3-0635122025-WZA#GDY,20251210,2
1200-3-0635122025-WZA#GDY,20251211,2
1205-1-0330122025-VUS#T4M,20251202,2
1205-1-0330122025-VUS#T4M,20251209,2
1205-1-0330122025-VUS#T4M,20251216,2
1205-1-0330122025-VUS#T4M,20251226,2
1205-1-1430122025-TSH#T4M,20251205,2
1205-1-1430122025-TSH#T4M,20251212,2
1205-1-1430122025-TSH#T4M,20251219,2
1205-1-1430122025-TSH#T4M,20251223,2
1205-1-1430122025-TSH#T4M,20251224,2
1205-1-1430122025-TSH#T4M,20251225,2
1205-2-0310122025-T4M#TSH,20251222,2
1205-2-0310122025-T4M#TSH,20251223,2
1205-2-0310122025-T4M#VUS,20251208,2
1205-2-0310122025-T4M#VUS,20251209,2
1205-2-0310122025-T4M#VUS,20251215,2
1205-2-0310122025-T4M#VUS,20251216,2
1205-2-0310122025-T4M#VUS,20251225,2
1205-2-0310122025-T4M#VUS,20251226,2
1212-5-0700092025-WZA#BYD,20250908,2
1212-5-0700092025-WZA#BYD,20250909,2
1212-5-0700092025-WZA#BYD,20250918,2
1212-5-0700092025-WZA#BYD,20250922,2
1212-5-0700092025-WZA#BYD,20250923,2
1212-5-0700092025-WZA#BYD,20250924,2
1212-5-0700092025-WZA#BYD,20250925,2
1212-5-0700102025-WZA#BYD,20251009,2
1212-5-0700102025-WZA#BYD,20251013,2
1212-5-0700102025-WZA#BYD,20251014,2
1212-5-0700102025-WZA#BYD,20251015,2
1212-5-0700102025-WZA#BYD,20251016,2
1212-5-0700102025-WZA#BYD,20251020,2
1212-5-0700102025-WZA#BYD,20251021,2
1212-5-0800012026-WZA#BYD,20260108,2
1212-5-0800112025-WZA#BYD,20251103,2
1212-5-0800112025-WZA#BYD,20251104,2
1212-5-0800112025-WZA#BYD,20251105,2
1212-5-0800112025-WZA#BYD,20251106,2
1212-5-0800112025-WZA#BYD,20251110,2
1212-5-0800112025-WZA#BYD,20251120,2
1212-5-0800112025-WZA#BYD,20251124,2
1212-5-0800112025-WZA#BYD,20251125,2
1212-5-0800112025-WZA#BYD,20251126,2
1212-5-0800112025-WZA#BYD,20251127,2
1212-5-0800122025-WZA#BYD,20251211,2
1212-5-0800122025-WZA#BYD,20251215,2
1212-5-0800122025-WZA#BYD,20251216,2
1212-5-0800122025-WZA#BYD,20251217,2
1212-5-0800122025-WZA#BYD,20251218,2
1212-6-1335092025-BYD#WZA,20250908,2
1212-6-1335092025-BYD#WZA,20250909,2
1212-6-1335092025-BYD#WZA,20250918,2
1212-6-1335092025-BYD#WZA,20250922,2
1212-6-1335092025-BYD#WZA,20250923,2
1212-6-1335092025-BYD#WZA,20250924,2
1212-6-1335092025-BYD#WZA,20250925,2
1212-6-1335102025-BYD#WZA,20251009,2
1212-6-1335102025-BYD#WZA,20251013,2
1212-6-1335102025-BYD#WZA,20251014,2
1212-6-1335102025-BYD#WZA,20251015,2
1212-6-1335102025-BYD#WZA,20251016,2
1212-6-1335102025-BYD#WZA,20251020,2
1212-6-1335102025-BYD#WZA,20251021,2
1212-6-1435012026-BYD#WZA,20260108,2
1212-6-1435112025-BYD#WZA,20251103,2
1212-6-1435112025-BYD#WZA,20251104,2
1212-6-1435112025-BYD#WZA,20251105,2
1212-6-1435112025-BYD#WZA,20251106,2
1212-6-1435112025-BYD#WZA,20251110,2
1212-6-1435112025-BYD#WZA,20251120,2
1212-6-1435112025-BYD#WZA,20251124,2
1212-6-1435112025-BYD#WZA,20251125,2
1212-6-1435112025-BYD#WZA,20251126,2
1212-6-1435112025-BYD#WZA,20251127,2
1212-6-1435122025-BYD#WZA,20251211,2
1212-6-1435122025-BYD#WZA,20251215,2
1212-6-1435122025-BYD#WZA,20251216,2
1212-6-1435122025-BYD#WZA,20251217,2
1212-6-1435122025-BYD#WZA,20251218,2
122-32-0620122025-LYO#F,20251224,2
122-35-0715122025-F#LYO,20251225,2
1227-1-0530122025-RI5#WPC,20251208,2
1227-1-0530122025-RI5#WPC,20251209,2
1227-2-0440102025-WPC#RI5,20251008,2
1227-2-0440102025-WPC#RI5,20251015,2
1227-2-0440102025-WPC#RI5,20251022,2
1227-2-0540122025-WPC#RI5,20251202,2
1227-2-0540122025-WPC#RI5,20251203,2
1227-2-0540122025-WPC#RI5,20251209,2
1227-2-0540122025-WPC#RI5,20251210,2
1261-12-1530012026-WZA#ZAK,20260109,2
1261-12-1530122025-WZA#ZAK,20251202,2
1261-12-1530122025-WZA#ZAK,20251209,2
1261-12-1530122025-WZA#ZAK,20251216,2
1261-12-1530122025-WZA#ZAK,20251226,2
1261-20-0920012026-WZA#ZAK,20260109,2
1261-20-0920122025-WZA#ZAK,20251202,2
1261-20-0920122025-WZA#ZAK,20251209,2
1261-20-0920122025-WZA#ZAK,20251216,2
1261-20-0920122025-WZA#ZAK,20251226,2
1261-21-1215012026-ZAK#WZA,20260108,2
1261-21-1215012026-ZAK#WZA,20260109,2
1261-5-0740012026-ZAK#WZA,20260109,2
1261-5-0740122025-ZAK#WZA,20251202,2
1261-5-0740122025-ZAK#WZA,20251209,2
1261-5-0740122025-ZAK#WZA,20251216,2
1261-5-0740122025-ZAK#WZA,20251226,2
1261A-4-0600012026-WZA#KRK,20260108,2
1261A-4-0600112025-WZA#KRK,20251104,2
1261A-4-0600112025-WZA#KRK,20251118,2
1261A-4-0600112025-WZA#KRK,20251125,2
1261A-4-0600122025-WZA#KRK,20251208,2
1261A-4-0600122025-WZA#KRK,20251209,2
1261A-4-0600122025-WZA#KRK,20251210,2
1261A-4-0600122025-WZA#KRK,20251211,2
1261A-4-0600122025-WZA#KRK,20251215,2
1261A-4-0600122025-WZA#KRK,20251216,2
1261A-4-0600122025-WZA#KRK,20251217,2
1261A-4-0600122025-WZA#KRK,20251218,2
1261A-7-1100012026-KRK#WZA,20260108,2
1261A-7-1100112025-KRK#WZA,20251104,2
1261A-7-1100112025-KRK#WZA,20251118,2
1261A-7-1100112025-KRK#WZA,20251125,2
1261A-7-1100122025-KRK#WZA,20251208,2
1261A-7-1100122025-KRK#WZA,20251209,2
1261A-7-1100122025-KRK#WZA,20251210,2
1261A-7-1100122025-KRK#WZA,20251211,2
1261A-7-1100122025-KRK#WZA,20251215,2
1261A-7-1100122025-KRK#WZA,20251216,2
1261A-7-1100122025-KRK#WZA,20251217,2
1261A-7-1100122025-KRK#WZA,20251218,2
1261A-8-1120012026-WZA#KRK,20260108,2
1261A-8-1120112025-WZA#KRK,20251104,2
1261A-8-1120112025-WZA#KRK,20251118,2
1261A-8-1120112025-WZA#KRK,20251125,2
1261A-8-1120122025-WZA#KRK,20251208,2
1261A-8-1120122025-WZA#KRK,20251209,2
1261A-8-1120122025-WZA#KRK,20251210,2
1261A-8-1120122025-WZA#KRK,20251211,2
1261A-8-1120122025-WZA#KRK,20251215,2
1261A-8-1120122025-WZA#KRK,20251216,2
1261A-8-1120122025-WZA#KRK,20251217,2
1261A-8-1120122025-WZA#KRK,20251218,2
1261A-9-1700012026-KRK#WZA,20260108,2
1261A-9-1700112025-KRK#WZA,20251104,2
1261A-9-1700112025-KRK#WZA,20251118,2
1261A-9-1700112025-KRK#WZA,20251125,2
1261A-9-1700122025-KRK#WZA,20251208,2
1261A-9-1700122025-KRK#WZA,20251209,2
1261A-9-1700122025-KRK#WZA,20251210,2
1261A-9-1700122025-KRK#WZA,20251211,2
1261A-9-1700122025-KRK#WZA,20251215,2
1261A-9-1700122025-KRK#WZA,20251216,2
1261A-9-1700122025-KRK#WZA,20251217,2
1261A-9-1700122025-KRK#WZA,20251218,2
1262-2-1015122025-WZA#KOS,20251208,2
1262-2-1015122025-WZA#KOS,20251209,2
1262-5-0700102025-KOS#WZA,20251008,2
1262-5-0700102025-KOS#WZA,20251015,2
1262-5-0700102025-KOS#WZA,20251022,2
1262-5-0800122025-KOS#WZA,20251202,2
1262-5-0800122025-KOS#WZA,20251203,2
1262-5-0800122025-KOS#WZA,20251209,2
1262-5-0800122025-KOS#WZA,20251210,2
1263-1-0635102025-TRT#KRK,20251008,2
1263-1-0635102025-TRT#KRK,20251015,2
1263-1-0635102025-TRT#KRK,20251022,2
1263-1-0735122025-TRT#KRK,20251202,2
1263-1-0735122025-TRT#KRK,20251203,2
1263-1-0735122025-TRT#KRK,20251204,2
1263-1-0735122025-TRT#KRK,20251209,2
1263-1-0735122025-TRT#KRK,20251210,2
1263-1-0735122025-TRT#KRK,20251211,2
1263-2-0450122025-KRK#TRT,20251208,2
1263-2-0450122025-KRK#TRT,20251209,2
1263-2-0450122025-KRK#TRT,20251210,2
127-1-0600122025-TRT#F,20251202,2
127-1-0600122025-TRT#F,20251203,2
127-1-0600122025-TRT#F,20251209,2
127-1-0600122025-TRT#F,20251216,2
127-2-0545102025-F#TRT,20251008,2
127-2-0545102025-F#TRT,20251015,2
127-2-0545102025-F#TRT,20251022,2
127-2-0645012026-F#TRT,20260108,2
127-2-0645122025-F#TRT,20251203,2
127-2-0645122025-F#TRT,20251204,2
127-2-0645122025-F#TRT,20251210,2
127-2-0645122025-F#TRT,20251217,2
1291-1-0645122025-MEX#M,20251208,2
1291-1-0645122025-MEX#M,20251209,2
1291-1-0645122025-MEX#M,20251210,2
1291-2-0335012026-M#MEX,20260108,2
1291-2-0335122025-M#MEX,20251202,2
1291-2-0335122025-M#MEX,20251203,2
1291-2-0335122025-M#MEX,20251204,2
1291-2-0335122025-M#MEX,20251209,2
1291-2-0335122025-M#MEX,20251210,2
1291-2-0335122025-M#MEX,20251211,2
1300-3-0825122025-BIK#PRA,20251208,2
1300-3-0825122025-BIK#PRA,20251209,2
1300-3-0825122025-BIK#PRA,20251215,2
1300-3-0825122025-BIK#PRA,20251216,2
1300-3-0825122025-BIK#PRA,20251224,2
1300-3-0825122025-BIK#PRA,20251225,2
1300-4-0635122025-PRA#BIK,20251202,2
1300-4-0635122025-PRA#BIK,20251203,2
1300-4-0635122025-PRA#BIK,20251209,2
1300-4-0635122025-PRA#BIK,20251210,2
1300-4-0635122025-PRA#BIK,20251216,2
1300-4-0635122025-PRA#BIK,20251217,2
1300-4-0635122025-PRA#BIK,20251225,2
1300-4-0635122025-PRA#BIK,20251226,2
1300A-1-0600122025-WRO#PRA,20251202,2
1300A-1-0600122025-WRO#PRA,20251209,2
1300A-1-0600122025-WRO#PRA,20251216,2
1300A-1-0600122025-WRO#PRA,20251225,2
1300A-6-1600122025-PRA#WRO,20251202,2
1300A-6-1600122025-PRA#WRO,20251209,2
1300A-6-1600122025-PRA#WRO,20251216,2
1300A-6-1600122025-PRA#WRO,20251225,2
1302A-1-0745122025-WPC#PRA,20251202,2
1302A-1-0745122025-WPC#PRA,20251203,2
1302A-1-0745122025-WPC#PRA,20251209,2
1302A-1-0745122025-WPC#PRA,20251210,2
1302A-2-0815122025-PRA#WPC,20251202,2
1302A-2-0815122025-PRA#WPC,20251203,2
1302A-2-0815122025-PRA#WPC,20251209,2
1302A-2-0815122025-PRA#WPC,20251210,2
1304-11-1115012026-WZA#BNO,20260109,2
1304-11-1115122025-WZA#BNO,20251208,2
1304-11-1115122025-WZA#BNO,20251209,2
1304-11-1115122025-WZA#BNO,20251215,2
1304-11-1115122025-WZA#BNO,20251216,2
1304-11-1115122025-WZA#BNO,20251224,2
1304-11-1115122025-WZA#BNO,20251225,2
1304-12-2025012026-BNO#WZA,20260110,2
1304-12-2025122025-BNO#WZA,20251202,2
1304-12-2025122025-BNO#WZA,20251203,2
1304-12-2025122025-BNO#WZA,20251209,2
1304-12-2025122025-BNO#WZA,20251210,2
1304-12-2025122025-BNO#WZA,20251216,2
1304-12-2025122025-BNO#WZA,20251217,2
1304-12-2025122025-BNO#WZA,20251225,2
1304-12-2025122025-BNO#WZA,20251226,2
1304A-70-0225102025-WZA#SZB,20251008,2
1304A-70-0225102025-WZA#SZB,20251009,2
1304A-70-0225102025-WZA#SZB,20251010,2
1304A-70-0225102025-WZA#SZB,20251015,2
1304A-70-0225102025-WZA#SZB,20251016,2
1304A-70-0225102025-WZA#SZB,20251017,2
1304A-70-0225102025-WZA#SZB,20251022,2
1304A-70-0225102025-WZA#SZB,20251023,2
1304A-70-0225102025-WZA#SZB,20251024,2
1304A-70-0325122025-WZA#SZB,20251208,2
1304A-70-0325122025-WZA#SZB,20251209,2
1304A-70-0325122025-WZA#SZB,20251210,2
1304A-70-0325122025-WZA#SZB,20251211,2
1304A-70-0325122025-WZA#SZB,20251212,2
1304A-73-0645102025-SZB#WZA,20251008,2
1304A-73-0645102025-SZB#WZA,20251009,2
1304A-73-0645102025-SZB#WZA,20251015,2
1304A-73-0645102025-SZB#WZA,20251016,2
1304A-73-0645102025-SZB#WZA,20251022,2
1304A-73-0645102025-SZB#WZA,20251023,2
1304A-73-0745122025-SZB#WZA,20251208,2
1304A-73-0745122025-SZB#WZA,20251209,2
1304A-73-0745122025-SZB#WZA,20251210,2
1304A-73-0745122025-SZB#WZA,20251211,2
1305-1-0720122025-SZB#DWC,20251202,2
1305-1-0720122025-SZB#DWC,20251203,2
1305-1-0720122025-SZB#DWC,20251204,2
1305-1-0720122025-SZB#DWC,20251209,2
1305-1-0720122025-SZB#DWC,20251210,2
1305-1-0720122025-SZB#DWC,20251211,2
1305-2-0350122025-DWC#SZB,20251208,2
1305-2-0350122025-DWC#SZB,20251209,2
1305-2-0350122025-DWC#SZB,20251210,2
1308-1-1405122025-WZA#PAD,20251208,2
1308-1-1405122025-WZA#PAD,20251209,2
1308-1-1405122025-WZA#PAD,20251215,2
1308-1-1405122025-WZA#PAD,20251216,2
1308-2-1445102025-PAD#WZA,20251008,2
1308-2-1445102025-PAD#WZA,20251015,2
1308-2-1445102025-PAD#WZA,20251022,2
1308-2-1545122025-PAD#WZA,20251202,2
1308-2-1545122025-PAD#WZA,20251203,2
1308-2-1545122025-PAD#WZA,20251209,2
1308-2-1545122025-PAD#WZA,20251210,2
1308-2-1545122025-PAD#WZA,20251216,2
1308-2-1545122025-PAD#WZA,20251217,2
1308A-3-1450102025-WZA#WRO,20251008,2
1308A-3-1450102025-WZA#WRO,20251015,2
1308A-3-1450102025-WZA#WRO,20251022,2
1308A-3-1550122025-WZA#WRO,20251208,2
1308A-3-1550122025-WZA#WRO,20251209,2
1308A-3-1550122025-WZA#WRO,20251210,2
1308A-3-1550122025-WZA#WRO,20251215,2
1308A-3-1550122025-WZA#WRO,20251216,2
1308A-3-1550122025-WZA#WRO,20251217,2
1308A-4-0645102025-WRO#WZA,20251008,2
1308A-4-0645102025-WRO#WZA,20251015,2
1308A-4-0645102025-WRO#WZA,20251022,2
1308A-4-0745122025-WRO#WZA,20251208,2
1308A-4-0745122025-WRO#WZA,20251209,2
1308A-4-0745122025-WRO#WZA,20251210,2
1308A-4-0745122025-WRO#WZA,20251215,2
1308A-4-0745122025-WRO#WZA,20251216,2
1308A-4-0745122025-WRO#WZA,20251217,2
1321-11-1005012026-WMI#B,20260108,2
1321-11-1005122025-WMI#B,20251208,2
1321-11-1005122025-WMI#B,20251209,2
1321-11-1005122025-WMI#B,20251210,2
1321-11-1005122025-WMI#B,20251211,2
1321-8-0840012026-B#WMI,20260108,2
1321-8-0840012026-B#WMI,20260109,2
1321-8-0840122025-B#WMI,20251202,2
1321-8-0840122025-B#WMI,20251203,2
1321-8-0840122025-B#WMI,20251204,2
1321-8-0840122025-B#WMI,20251205,2
1321-8-0840122025-B#WMI,20251209,2
1321-8-0840122025-B#WMI,20251210,2
1321-8-0840122025-B#WMI,20251211,2
1321-8-0840122025-B#WMI,20251212,2
1324-1-0320122025-WZA#AMD,20251202,2
1324-1-0320122025-WZA#AMD,20251203,2
1324-1-0320122025-WZA#AMD,20251209,2
1324-1-0320122025-WZA#AMD,20251210,2
1324-2-0515012026-AMD#WZA,20260108,2
1324-2-0515122025-AMD#WZA,20251203,2
1324-2-0515122025-AMD#WZA,20251204,2
1324-2-0515122025-AMD#WZA,20251210,2
1324-2-0515122025-AMD#WZA,20251211,2
1340-3-1550122025-WZA#HSB,20251208,2
1340-3-1550122025-WZA#HSB,20251209,2
1340-3-1550122025-WZA#HSB,20251210,2
1340-3-1550122025-WZA#HSB,20251223,2
1340-3-1550122025-WZA#HSB,20251224,2
1340-4-1550012026-HSB#WZA,20260108,2
1340-4-1550122025-HSB#WZA,20251202,2
1340-4-1550122025-HSB#WZA,20251203,2
1340-4-1550122025-HSB#WZA,20251204,2
1340-4-1550122025-HSB#WZA,20251209,2
1340-4-1550122025-HSB#WZA,20251210,2
1340-4-1550122025-HSB#WZA,20251211,2
1340-4-1550122025-HSB#WZA,20251224,2
1340-4-1550122025-HSB#WZA,20251225,2
1351-6-0530122025-BYD#WPC,20251202,2
1351-6-0530122025-BYD#WPC,20251203,2
1351-6-0530122025-BYD#WPC,20251204,2
1351-6-0530122025-BYD#WPC,20251209,2
1351-6-0530122025-BYD#WPC,20251210,2
1351-6-0530122025-BYD#WPC,20251211,2
1351-6-0530122025-BYD#WPC,20251216,2
1351-6-0530122025-BYD#WPC,20251217,2
1351-6-0530122025-BYD#WPC,20251218,2
1352-13-0955122025-WPC#ST2,20251202,2
1352-13-0955122025-WPC#ST2,20251203,2
1352-13-0955122025-WPC#ST2,20251209,2
1352-13-0955122025-WPC#ST2,20251210,2
1352-13-0955122025-WPC#ST2,20251216,2
1352-13-0955122025-WPC#ST2,20251217,2
1352-18-0700122025-ST2#WPC,20251203,2
1352-18-0700122025-ST2#WPC,20251204,2
1352-18-0700122025-ST2#WPC,20251210,2
1352-18-0700122025-ST2#WPC,20251211,2
1352-18-0700122025-ST2#WPC,20251217,2
1352-18-0700122025-ST2#WPC,20251218,2
1352-5-1230122025-WPC#BYD,20251202,2
1352-5-1230122025-WPC#BYD,20251203,2
1352-5-1230122025-WPC#BYD,20251204,2
1352-5-1230122025-WPC#BYD,20251209,2
1352-5-1230122025-WPC#BYD,20251210,2
1352-5-1230122025-WPC#BYD,20251211,2
1352-5-1230122025-WPC#BYD,20251216,2
1352-5-1230122025-WPC#BYD,20251217,2
1352-5-1230122025-WPC#BYD,20251218,2
1360-2-0840122025-B#WRO,20251203,2
1360-2-0840122025-B#WRO,20251210,2
1360-2-0840122025-B#WRO,20251217,2
1360-3-1540122025-WRO#B,20251202,2
1360-3-1540122025-WRO#B,20251209,2
1360-3-1540122025-WRO#B,20251216,2
1360B-18-1435122025-BLB#KRK,20251202,2
1360B-18-1435122025-BLB#KRK,20251203,2
1360B-18-1435122025-BLB#KRK,20251209,2
1360B-18-1435122025-BLB#KRK,20251210,2
1360B-18-1435122025-BLB#KRK,20251216,2
1360B-18-1435122025-BLB#KRK,20251217,2
1360B-18-1435122025-BLB#KRK,20251225,2
1360B-18-1435122025-BLB#KRK,20251226,2
1360B-19-0440122025-KRK#BLB,20251202,2
1360B-19-0440122025-KRK#BLB,20251203,2
1360B-19-0440122025-KRK#BLB,20251209,2
1360B-19-0440122025-KRK#BLB,20251210,2
1360B-19-0440122025-KRK#BLB,20251216,2
1360B-19-0440122025-KRK#BLB,20251217,2
1360B-19-0440122025-KRK#BLB,20251225,2
1360B-19-0440122025-KRK#BLB,20251226,2
1363-5-1710112025-ZAK#WRO,20251104,2
1363-5-1710112025-ZAK#WRO,20251118,2
1363-5-1710112025-ZAK#WRO,20251125,2
1363-5-1710122025-ZAK#WRO,20251202,2
1363-5-1710122025-ZAK#WRO,20251203,2
1363-5-1710122025-ZAK#WRO,20251209,2
1363-5-1710122025-ZAK#WRO,20251210,2
1363-6-0520112025-WRO#ZAK,20251104,2
1363-6-0520112025-WRO#ZAK,20251118,2
1363-6-0520112025-WRO#ZAK,20251125,2
1363-6-0520122025-WRO#ZAK,20251202,2
1363-6-0520122025-WRO#ZAK,20251203,2
1363-6-0520122025-WRO#ZAK,20251209,2
1363-6-0520122025-WRO#ZAK,20251210,2
1367-1-0700012026-KRK#WRO,20260108,2
1367-1-0700112025-KRK#WRO,20251104,2
1367-1-0700112025-KRK#WRO,20251118,2
1367-1-0700112025-KRK#WRO,20251125,2
1367-1-0700122025-KRK#WRO,20251202,2
1367-1-0700122025-KRK#WRO,20251203,2
1367-1-0700122025-KRK#WRO,20251209,2
1367-1-0700122025-KRK#WRO,20251210,2
1367-1-0700122025-KRK#WRO,20251216,2
1367-1-0700122025-KRK#WRO,20251217,2
1367-2-0800012026-WRO#KRK,20260108,2
1367-2-0800112025-WRO#KRK,20251104,2
1367-2-0800112025-WRO#KRK,20251118,2
1367-2-0800112025-WRO#KRK,20251125,2
1367-2-0800122025-WRO#KRK,20251202,2
1367-2-0800122025-WRO#KRK,20251203,2
1367-2-0800122025-WRO#KRK,20251209,2
1367-2-0800122025-WRO#KRK,20251210,2
1367-2-0800122025-WRO#KRK,20251216,2
1367-2-0800122025-WRO#KRK,20251217,2
1367-3-1330112025-KRK#WRO,20251104,2
1367-3-1330112025-KRK#WRO,20251118,2
1367-3-1330112025-KRK#WRO,20251125,2
1367-3-1330122025-KRK#WRO,20251202,2
1367-3-1330122025-KRK#WRO,20251203,2
1367-3-1330122025-KRK#WRO,20251209,2
1367-3-1330122025-KRK#WRO,20251210,2
1367-3-1330122025-KRK#WRO,20251216,2
1367-3-1330122025-KRK#WRO,20251217,2
1367-3-1330122025-KRK#WRO,20251225,2
1367-4-1100112025-WRO#KRK,20251104,2
1367-4-1100112025-WRO#KRK,20251118,2
1367-4-1100112025-WRO#KRK,20251125,2
1367-4-1100122025-WRO#KRK,20251202,2
1367-4-1100122025-WRO#KRK,20251203,2
1367-4-1100122025-WRO#KRK,20251209,2
1367-4-1100122025-WRO#KRK,20251210,2
1367-4-1100122025-WRO#KRK,20251216,2
1367-4-1100122025-WRO#KRK,20251217,2
1367-4-1100122025-WRO#KRK,20251225,2
1367-5-1610112025-KRK#WRO,20251103,2
1367-5-1610112025-KRK#WRO,20251104,2
1367-5-1610112025-KRK#WRO,20251117,2
1367-5-1610112025-KRK#WRO,20251118,2
1367-5-1610112025-KRK#WRO,20251124,2
1367-5-1610112025-KRK#WRO,20251125,2
1367-5-1610122025-KRK#WRO,20251208,2
1367-5-1610122025-KRK#WRO,20251209,2
1367-5-1610122025-KRK#WRO,20251210,2
1367-5-1610122025-KRK#WRO,20251215,2
1367-5-1610122025-KRK#WRO,20251216,2
1367-5-1610122025-KRK#WRO,20251217,2
1367-5-1610122025-KRK#WRO,20251225,2
1367-6-1800112025-WRO#KRK,20251103,2
1367-6-1800112025-WRO#KRK,20251104,2
1367-6-1800112025-WRO#KRK,20251117,2
1367-6-1800112025-WRO#KRK,20251118,2
1367-6-1800112025-WRO#KRK,20251124,2
1367-6-1800112025-WRO#KRK,20251125,2
1367-6-1800122025-WRO#KRK,20251208,2
1367-6-1800122025-WRO#KRK,20251209,2
1367-6-1800122025-WRO#KRK,20251210,2
1367-6-1800122025-WRO#KRK,20251215,2
1367-6-1800122025-WRO#KRK,20251216,2
1367-6-1800122025-WRO#KRK,20251217,2
1367-6-1800122025-WRO#KRK,20251225,2
1377-1-0600112025-KRK#HH,20251103,2
1377-1-0600112025-KRK#HH,20251104,2
1377-1-0600112025-KRK#HH,20251117,2
1377-1-0600112025-KRK#HH,20251118,2
1377-1-0600112025-KRK#HH,20251124,2
1377-1-0600112025-KRK#HH,20251125,2
1377-1-0600122025-KRK#HH,20251208,2
1377-1-0600122025-KRK#HH,20251215,2
1377-1-0600122025-KRK#HH,20251224,2
1377-1-0600122025-KRK#HH,20251225,2
1377-2-0625112025-HH#KRK,20251104,2
1377-2-0625112025-HH#KRK,20251105,2
1377-2-0625112025-HH#KRK,20251118,2
1377-2-0625112025-HH#KRK,20251119,2
1377-2-0625112025-HH#KRK,20251125,2
1377-2-0625112025-HH#KRK,20251126,2
1377-2-0625122025-HH#KRK,20251202,2
1377-2-0625122025-HH#KRK,20251209,2
1377-2-0625122025-HH#KRK,20251216,2
1377-2-0625122025-HH#KRK,20251225,2
1377-2-0625122025-HH#KRK,20251226,2
1381-2-0800122025-B#GFT,20251202,2
1381-2-0800122025-B#GFT,20251203,2
1381-2-0800122025-B#GFT,20251209,2
1381-2-0800122025-B#GFT,20251210,2
1381-2-0800122025-B#GFT,20251216,2
1381-2-0800122025-B#GFT,20251217,2
1381-5-1020122025-GFT#B,20251202,2
1381-5-1020122025-GFT#B,20251203,2
1381-5-1020122025-GFT#B,20251209,2
1381-5-1020122025-GFT#B,20251210,2
1381-5-1020122025-GFT#B,20251216,2
1381-5-1020122025-GFT#B,20251217,2
1382-1-0825012026-BTS#B,20260108,2
1382-1-0825122025-BTS#B,20251208,2
1382-1-0825122025-BTS#B,20251209,2
1382-1-0825122025-BTS#B,20251210,2
1382-1-0825122025-BTS#B,20251211,2
1382-1-0825122025-BTS#B,20251215,2
